P_CUSTOMER_NAME,P_RECEIPT_AMOUNT,P_RECEIPT_NUMBER,P_RECEIPT_DATE,BILL_CUSTOMER_NAME,BILL_CUSTOMER_NUMBER,BUSINESS_UNIT,RECEIPT_METHOD,RECEIPT_NUMBER,RECEIPT_DATE,RECEIPT_AMOUNT,APPLIED_AMOUNT,CURRENCY,RECEIPT_STATUS_CODE,UNAPPLIED_AMOUNT
,,,,"FINCARE SMALL FINANCE BANK LIMITED",152842,SE26-IND,BTPL-ICICI-1112-Domestic,79990,26-08-2021,7.97,0,INR,UNAPP,
,,,,"FINCARE SMALL FINANCE BANK LIMITED",152842,SE26-IND,BTPL-ICICI-1112-Domestic,79991,26-08-2021,165.03,0,INR,UNAPP,
,,,,"John Deere Financial India Private Limited - JDF",152886,SE26-IND,BTPL-ICICI-1112-Domestic,80267,26-08-2021,46854.18,0,INR,UNAPP,
,,,,"John Deere Financial India Private Limited - JDF",152886,SE26-IND,BTPL-ICICI-1112-Domestic,80268,26-08-2021,73720.8,0,INR,UNAPP,
,,,,"UJJIVAN SMALL FINANCE BANK LIMITED",152991,SE26-IND,BTPL-ICICI-1112-Domestic,82251,01-09-2021,1997370,0,INR,UNAPP,
,,,,"Samasta Microfinance Limited",152962,SE26-IND,BTPL-ICICI-1112-Domestic,89176,09-09-2021,77497,0,INR,UNAPP,
,,,,"Hindon Mercantile Limited- Mufin",152863,SE26-IND,BTPL-ICICI-1112-Domestic,90928,14-09-2021,6195,0,INR,UNAPP,
,,,,"IIFL FINANCE LIMITED",152868,SE26-IND,BTPL-ICICI-1112-Domestic,91307,15-09-2021,309219,0,INR,UNAPP,
,,,,"IIFL FINANCE LIMITED",152868,SE26-IND,BTPL-ICICI-1112-Domestic,91308,15-09-2021,357974,0,INR,UNAPP,
,,,,"BANDHOO SOLUTIONS AND SERVICES PRIVATE LIMITED",152794,SE26-IND,BTPL-ICICI-1112-Domestic,205238,08-06-2022,320.96,0,INR,UNAPP,
,,,,"Fritware Solutions Private Limited",152849,SE26-IND,BTPL-ICICI-1112-Domestic,205478,09-06-2022,189.98,0,INR,UNAPP,
,,,,"Lunchbrake Technologies Private Limited",152901,SE26-IND,BTPL-ICICI-1112-Domestic,205480,09-06-2022,37.76,0,INR,UNAPP,
,,,,"Fortune Credit Capital Limited",152847,SE26-IND,BTPL-ICICI-1112-Domestic,205657,09-06-2022,7808,0,INR,UNAPP,
,,,,"SREE MANI FINANCE",152975,SE26-IND,BTPL-ICICI-1112-Domestic,205658,09-06-2022,181,0,INR,UNAPP,
,,,,"IIFL FINANCE LIMITED",152868,SE26-IND,BTPL-ICICI-1112-Domestic,205779-A,10-06-2022,2117324,0,INR,UNAPP,
,,,,"AGGRA TECHNOLOGIES PRIVATE LIMITED",152770,SE26-IND,BTPL-ICICI-1112-Domestic,205922,10-06-2022,9303.12,0,INR,UNAPP,
,,,,"AGGRA TECHNOLOGIES PRIVATE LIMITED",152770,SE26-IND,BTPL-ICICI-1112-Domestic,205923,10-06-2022,1770,0,INR,UNAPP,
,,,,"Pickrr Technologies Private Limited",152945,SE26-IND,BTPL-ICICI-1112-Domestic,205924,10-06-2022,1030,0,INR,UNAPP,
,,,,"IIFL FINANCE LIMITED",152868,SE26-IND,BTPL-ICICI-1112-Domestic,207060,14-06-2022,348606,0,INR,UNAPP,
,,,,"Jainam Broking Limited",152883,SE26-IND,BTPL-ICICI-1112-Domestic,207179,14-06-2022,1833.72,0,INR,UNAPP,
,,,,"IIFL FINANCE LIMITED",152868,SE26-IND,BTPL-ICICI-1112-Domestic,207647,15-06-2022,5596,0,INR,UNAPP,
,,,,"MWYN TECH PRIVATE LIMITED",152924,SE26-IND,BTPL-ICICI-1112-Domestic,207846,15-06-2022,4373.1,0,INR,UNAPP,
,,,,"MWYN TECH PRIVATE LIMITED",152924,SE26-IND,BTPL-ICICI-1112-Domestic,207847,15-06-2022,16950,0,INR,UNAPP,
,,,,"MWYN TECH PRIVATE LIMITED",152924,SE26-IND,BTPL-ICICI-1112-Domestic,207848,15-06-2022,89460.82,0,INR,UNAPP,
,,,,"EKAGRATA FINANCE PRIVATE LIMITED",152830,SE26-IND,BTPL-ICICI-1112-Domestic,208126,16-06-2022,99.12,0,INR,UNAPP,
,,,,"John Deere Financial India Private Limited - JDF",152886,SE26-IND,BTPL-ICICI-1112-Domestic,208314,16-06-2022,27081.26,0,INR,UNAPP,
,,,,"John Deere Financial India Private Limited - JDF",152886,SE26-IND,BTPL-ICICI-1112-Domestic,208315,16-06-2022,68148,0,INR,UNAPP,
,,,,"INCRED FINANCIAL SERVICES LIMITED",152871,SE26-IND,BTPL-ICICI-1112-Domestic,208316,16-06-2022,18511,0,INR,UNAPP,
,,,,"Adani Capital Private Limited",152764,SE26-IND,BTPL-ICICI-1112-Domestic,208774,17-06-2022,43012,0,INR,UNAPP,
,,,,"Fortune Integrated Assets Finance LIMITED",152848,SE26-IND,BTPL-ICICI-1112-Domestic,265203,17-10-2022,15120,0,INR,UNAPP,
,,,,"AGGRA TECHNOLOGIES PRIVATE LIMITED",152770,SE26-IND,BTPL-ICICI-1112-Domestic,265204,17-10-2022,1062,0,INR,UNAPP,
,,,,"AGGRA TECHNOLOGIES PRIVATE LIMITED",152770,SE26-IND,BTPL-ICICI-1112-Domestic,265205,17-10-2022,8340.24,0,INR,UNAPP,
,,,,"AGGRA TECHNOLOGIES PRIVATE LIMITED",152770,SE26-IND,BTPL-ICICI-1112-Domestic,265206,17-10-2022,1217.76,0,INR,UNAPP,
,,,,"AGGRA TECHNOLOGIES PRIVATE LIMITED",152770,SE26-IND,BTPL-ICICI-1112-Domestic,265207,17-10-2022,6980.88,0,INR,UNAPP,
,,,,"Onemi Technology Solutions Pvt Ltd",152937,SE26-IND,BTPL-ICICI-1112-Domestic,265344,18-10-2022,88039,0,INR,UNAPP,
,,,,"Agriwise Finserv Limited",152771,SE26-IND,BTPL-ICICI-1112-Domestic,265345,18-10-2022,126,0,INR,UNAPP,
,,,,"GROWTH SOURCE FINANCIAL TECHNOLOGIES PRIVATE LIMITED",152854,SE26-IND,BTPL-ICICI-1112-Domestic,265446,19-10-2022,83084.4,0,INR,UNAPP,
,,,,"Loantap Credit Products Pvt Ltd.",152900,SE26-IND,BTPL-ICICI-1112-Domestic,265447,19-10-2022,18590,0,INR,UNAPP,
,,,,"MWYN TECH PRIVATE LIMITED",152924,SE26-IND,BTPL-ICICI-1112-Domestic,265448,19-10-2022,16950,0,INR,UNAPP,
,,,,"MWYN TECH PRIVATE LIMITED",152924,SE26-IND,BTPL-ICICI-1112-Domestic,265449,19-10-2022,4779.9,0,INR,UNAPP,
,,,,"Rivergo Automation Private Limited",152955,SE26-IND,BTPL-ICICI-1112-Domestic,265551,20-10-2022,411,0,INR,UNAPP,
,,,,"FINZOOM INVESTMENT ADVISORS PRIVATE LIMITED",152846,SE26-IND,BTPL-ICICI-1112-Domestic,265552,20-10-2022,302400,0,INR,UNAPP,
,,,,"EQX Analytics Pvt Ltd",152976,SE26-IND,BTPL-ICICI-1112-Domestic,265701,21-10-2022,25099,0,INR,UNAPP,
,,,,"Arohan Financial Services Limited",152783,SE26-IND,BTPL-ICICI-1112-Domestic,265702,21-10-2022,477,0,INR,UNAPP,
,,,,"DMI Finance Private Limited",152825,SE26-IND,BTPL-ICICI-1112-Domestic,265703,21-10-2022,4513732.56,0,INR,UNAPP,
,,,,"IIFL Home Finance Ltd",152869,SE26-IND,BTPL-ICICI-1112-Domestic,266310,27-10-2022,114273,0,INR,UNAPP,
,,,,"John Deere Financial India Private Limited - JDF",152886,SE26-IND,BTPL-ICICI-1112-Domestic,266458,28-10-2022,91562.4,0,INR,UNAPP,
,,,,"John Deere Financial India Private Limited - JDF",152886,SE26-IND,BTPL-ICICI-1112-Domestic,266460,28-10-2022,232.51,0,INR,UNAPP,
,,,,"IIFL FINANCE LIMITED",152868,SE26-IND,BTPL-ICICI-1112-Domestic,266461,28-10-2022,602,0,INR,UNAPP,
,,,,"IIFL FINANCE LIMITED",152868,SE26-IND,BTPL-ICICI-1112-Domestic,91309,15-09-2021,357980,0,INR,UNAPP,
,,,,"IIFL FINANCE LIMITED",152868,SE26-IND,BTPL-ICICI-1112-Domestic,91310,15-09-2021,374297,0,INR,UNAPP,
,,,,"IIFL FINANCE LIMITED",152868,SE26-IND,BTPL-ICICI-1112-Domestic,92314,16-09-2021,497142,0,INR,UNAPP,
,,,,"IIFL FINANCE LIMITED",152868,SE26-IND,BTPL-ICICI-1112-Domestic,92315,16-09-2021,696311,0,INR,UNAPP,
,,,,"IIFL FINANCE LIMITED",152868,SE26-IND,BTPL-ICICI-1112-Domestic,92316,16-09-2021,9605,0,INR,UNAPP,
,,,,"IIFL FINANCE LIMITED",152868,SE26-IND,BTPL-ICICI-1112-Domestic,92317,16-09-2021,50800,0,INR,UNAPP,
,,,,"IIFL FINANCE LIMITED",152868,SE26-IND,BTPL-ICICI-1112-Domestic,92318,16-09-2021,405108,0,INR,UNAPP,
,,,,"IIFL FINANCE LIMITED",152868,SE26-IND,BTPL-ICICI-1112-Domestic,92319,16-09-2021,405108,0,INR,UNAPP,
,,,,"Samasta Microfinance Limited",152962,SE26-IND,BTPL-ICICI-1112-Domestic,93670,20-09-2021,21600,0,INR,UNAPP,
,,,,"Electronica Finance Ltd",152832,SE26-IND,BTPL-ICICI-1112-Domestic,94826,21-09-2021,99.12,0,INR,UNAPP,
,,,,"DMI Finance Private Limited",152825,SE26-IND,BTPL-ICICI-1112-Domestic,96196,24-09-2021,326186.32,0,INR,UNAPP,
,,,,"John Deere Financial India Private Limited - JDF",152886,SE26-IND,BTPL-ICICI-1112-Domestic,96197,24-09-2021,172721.17,0,INR,UNAPP,
,,,,"INFOCREDIT SERVICES PVT LTD",152817,SE26-IND,BTPL-ICICI-1112-Domestic,96198,24-09-2021,9229,0,INR,UNAPP,
,,,,"Loantap Credit Products Pvt Ltd.",152900,SE26-IND,BTPL-ICICI-1112-Domestic,96575,25-09-2021,20178,0,INR,UNAPP,
,,,,"UJJIVAN SMALL FINANCE BANK LIMITED",152991,SE26-IND,BTPL-ICICI-1112-Domestic,98261,29-09-2021,2090057,0,INR,UNAPP,
,,,,"MWYN TECH PRIVATE LIMITED",152924,SE26-IND,BTPL-ICICI-1112-Domestic,98772,30-09-2021,2253.8,0,INR,UNAPP,
,,,,"Loantap Credit Products Pvt Ltd.",152900,SE26-IND,BTPL-ICICI-1112-Domestic,102063,06-10-2021,12598,0,INR,UNAPP,
,,,,"MWYN TECH PRIVATE LIMITED",152924,SE26-IND,BTPL-ICICI-1112-Domestic,102685,07-10-2021,2831.72,0,INR,UNAPP,
,,,,"IIFL FINANCE LIMITED",152868,SE26-IND,BTPL-ICICI-1112-Domestic,102686,07-10-2021,309218,0,INR,UNAPP,
,,,,"IIFL FINANCE LIMITED",152868,SE26-IND,BTPL-ICICI-1112-Domestic,102687,07-10-2021,374291,0,INR,UNAPP,
,,,,"IIFL FINANCE LIMITED",152868,SE26-IND,BTPL-ICICI-1112-Domestic,102688,07-10-2021,35991,0,INR,UNAPP,
,,,,"INFOCREDIT SERVICES PVT LTD",152817,SE26-IND,BTPL-ICICI-1112-Domestic,209189,18-06-2022,22313,0,INR,UNAPP,
,,,,"Electronica Finance Ltd",152832,SE26-IND,BTPL-ICICI-1112-Domestic,210079,21-06-2022,15034,0,INR,UNAPP,
,,,,"Fortune Integrated Assets Finance LIMITED",152848,SE26-IND,BTPL-ICICI-1112-Domestic,210518,22-06-2022,691.2,0,INR,UNAPP,
,,,,"Mahindra Rural Housing Finance Limited",152905,SE26-IND,BTPL-ICICI-1112-Domestic,210604,22-06-2022,282711.32,0,INR,UNAPP,
,,,,"Mahindra Rural Housing Finance Limited",152905,SE26-IND,BTPL-ICICI-1112-Domestic,210605,22-06-2022,281047.13,0,INR,UNAPP,
,,,,"Mahindra Rural Housing Finance Limited",152905,SE26-IND,BTPL-ICICI-1112-Domestic,210606,22-06-2022,334005.39,0,INR,UNAPP,
,,,,"IIFL FINANCE LIMITED",152868,SE26-IND,BTPL-ICICI-1112-Domestic,210916,23-06-2022,831600,0,INR,UNAPP,
,,,,"IIFL FINANCE LIMITED",152868,SE26-IND,BTPL-ICICI-1112-Domestic,210917,23-06-2022,736262.5,0,INR,UNAPP,
,,,,"IIFL FINANCE LIMITED",152868,SE26-IND,BTPL-ICICI-1112-Domestic,211789,27-06-2022,194084,0,INR,UNAPP,
,,,,"SBFC Finance Private Limited",152964,SE26-IND,BTPL-ICICI-1112-Domestic,212195,27-06-2022,14253.84,0,INR,UNAPP,
,,,,"Arohan Financial Services Limited",152783,SE26-IND,BTPL-ICICI-1112-Domestic,212197,27-06-2022,209,0,INR,UNAPP,
,,,,"UJJIVAN SMALL FINANCE BANK LIMITED",152991,SE26-IND,BTPL-ICICI-1112-Domestic,213341,29-06-2022,3777201.08,0,INR,UNAPP,
,,,,"HDFC Life Insurance Company Limited",152859,SE26-IND,BTPL-ICICI-1112-Domestic,213962,30-06-2022,7839.28,0,INR,UNAPP,
,,,,"Bitcipher Labs LLP Ltd",152800,SE26-IND,BTPL-ICICI-1112-Domestic,213964,30-06-2022,483227.3,0,INR,UNAPP,
,,,,"Bitcipher Labs LLP Ltd",152800,SE26-IND,BTPL-ICICI-1112-Domestic,213966,30-06-2022,1059589.2,0,INR,UNAPP,
,,,,"LETZPAY SOLUTION PRIVATE LIMITED",152897,SE26-IND,BTPL-ICICI-1112-Domestic,213967,30-06-2022,232000,0,INR,UNAPP,
,,,,"QFI technologies Pvt Ltd",152934,SE26-IND,BTPL-ICICI-1112-Domestic,213969,30-06-2022,132,0,INR,UNAPP,
,,,,"IIFL FINANCE LIMITED",152868,SE26-IND,BTPL-ICICI-1112-Domestic,214363,01-07-2022,724347,0,INR,UNAPP,
,,,,"Manipal Housing Finance Syndicate Limited",152906,SE26-IND,BTPL-ICICI-1112-Domestic,216103,05-07-2022,336,0,INR,UNAPP,
,,,,"Lunchbrake Technologies Private Limited",152901,SE26-IND,BTPL-ICICI-1112-Domestic,216580,06-07-2022,205,0,INR,UNAPP,
,,,,"Ferrero India",200868,QC12-KA,"QC - AXIS BANK - 8329",CITIN22350491900,12-10-2022,7001294.26,0,INR,UNAPP,
,,,,"Earnest Fintech",24009,QC12-KA,"QC - AXIS BANK - 8329",KKBKH22285670091,12-10-2022,5000,0,INR,UNAPP,
,,,,"Ambient Scientific India",200198,QC12-KA,"QC - AXIS BANK - 8329",KKBKH22285973967,12-10-2022,5000,0,INR,UNAPP,
,,,,"Addikiin Technology",105059,QC12-KA,"QC - AXIS BANK - 8329",HDFCR52022101252285049,12-10-2022,1122000,0,INR,UNAPP,
,,,,"Gokwik Commerce Solutions Private Limited",152853,SE26-IND,BTPL-ICICI-1112-Domestic,266579,29-10-2022,282390,0,INR,UNAPP,
,,,,"Hiranandani Financial Services Private Limited",152864,SE26-IND,BTPL-ICICI-1112-Domestic,267088,01-11-2022,46.92,0,INR,UNAPP,
,,,,"QFI technologies Pvt Ltd",152934,SE26-IND,BTPL-ICICI-1112-Domestic,267229,02-11-2022,1322,0,INR,UNAPP,
,,,,"INFOCREDIT SERVICES PVT LTD",152817,SE26-IND,BTPL-ICICI-1112-Domestic,267231,02-11-2022,45824.72,0,INR,UNAPP,
,,,,"IIFL FINANCE LIMITED",152868,SE26-IND,BTPL-ICICI-1112-Domestic,267390,03-11-2022,20367,0,INR,UNAPP,
,,,,"Uruluj Insurance Advisory Private Limited",152898,SE26-IND,BTPL-ICICI-1112-Domestic,267540,04-11-2022,1128,0,INR,UNAPP,
,,,,"Uruluj Insurance Advisory Private Limited",152898,SE26-IND,BTPL-ICICI-1112-Domestic,267541,04-11-2022,634,0,INR,UNAPP,
,,,,"Uruluj Insurance Advisory Private Limited",152898,SE26-IND,BTPL-ICICI-1112-Domestic,267542,04-11-2022,1105,0,INR,UNAPP,
,,,,"BANAYANTREE SERVICES LIMITED",152836,SE26-IND,BTPL-ICICI-1112-Domestic,267544,04-11-2022,206258.4,0,INR,UNAPP,
,,,,"Equitas Small Finance Bank",152835,SE26-IND,BTPL-ICICI-1112-Domestic,267546,04-11-2022,2094,0,INR,UNAPP,
,,,,"Manipal Housing Finance Syndicate Limited",152906,SE26-IND,BTPL-ICICI-1112-Domestic,267677,05-11-2022,169.92,0,INR,UNAPP,
,,,,"SI CREVA CAPITAL SERVICES PVT LTD",152969,SE26-IND,BTPL-ICICI-1112-Domestic,267679,05-11-2022,54000,0,INR,UNAPP,
,,,,"HDFC Life Insurance Company Limited",152859,SE26-IND,BTPL-ICICI-1112-Domestic,267856,07-11-2022,7758.08,0,INR,UNAPP,
,,,,"PADMA SAI FINANCE PRIVATE LIMITED",152941,SE26-IND,BTPL-ICICI-1112-Domestic,267859,07-11-2022,2839.64,0,INR,UNAPP,
,,,,"PADMA SAI FINANCE PRIVATE LIMITED",152941,SE26-IND,BTPL-ICICI-1112-Domestic,267862,07-11-2022,12384.81,0,INR,UNAPP,
,,,,"PADMA SAI FINANCE PRIVATE LIMITED",152941,SE26-IND,BTPL-ICICI-1112-Domestic,267863,07-11-2022,12168.16,0,INR,UNAPP,
,,,,"Hiranandani Financial Services Private Limited",152864,SE26-IND,BTPL-ICICI-1112-Domestic,268027,08-11-2022,213.64,0,INR,UNAPP,
,,,,"Fritware Solutions Private Limited",152849,SE26-IND,BTPL-ICICI-1112-Domestic,268212,09-11-2022,103.25,0,INR,UNAPP,
,,,,"Lunchbrake Technologies Private Limited",152901,SE26-IND,BTPL-ICICI-1112-Domestic,268214,09-11-2022,1177,0,INR,UNAPP,
,,,,"IIFL FINANCE LIMITED",152868,SE26-IND,BTPL-ICICI-1112-Domestic,268565,11-11-2022,893133,0,INR,UNAPP,
,,,,"MWYN TECH PRIVATE LIMITED",152924,SE26-IND,BTPL-ICICI-1112-Domestic,103018,08-10-2021,1954.9,0,INR,UNAPP,
,,,,"Orocorp technologies Private limited",152939,SE26-IND,BTPL-ICICI-1112-Domestic,103019,08-10-2021,23600,0,INR,UNAPP,
,,,,"Shriram City Union Finance Limited",152967,SE26-IND,BTPL-ICICI-1112-Domestic,106443,16-10-2021,3008,0,INR,UNAPP,
,,,,"Mahindra Rural Housing Finance Limited",152905,SE26-IND,BTPL-ICICI-1112-Domestic,106444,16-10-2021,1101143,0,INR,UNAPP,
,,,,"DMI Finance Private Limited",152825,SE26-IND,BTPL-ICICI-1112-Domestic,107958,20-10-2021,347172.08,0,INR,UNAPP,
,,,,"INFOCREDIT SERVICES PVT LTD",152817,SE26-IND,BTPL-ICICI-1112-Domestic,109244,21-10-2021,9312,0,INR,UNAPP,
,,,,"John Deere Financial India Private Limited - JDF",152886,SE26-IND,BTPL-ICICI-1112-Domestic,110753,26-10-2021,72565.24,0,INR,UNAPP,
,,,,"Shriram City Union Finance Limited",152967,SE26-IND,BTPL-ICICI-1112-Domestic,112467,26-10-2021,140,0,INR,UNAPP,
,,,,"EQX Analytics Pvt Ltd",152976,SE26-IND,BTPL-ICICI-1112-Domestic,113146,28-10-2021,66420,0,INR,UNAPP,
,,,,"IIFL Home Finance Ltd",152869,SE26-IND,BTPL-ICICI-1112-Domestic,113147,28-10-2021,181,0,INR,UNAPP,
,,,,"IIFL Home Finance Ltd",152869,SE26-IND,BTPL-ICICI-1112-Domestic,113148,28-10-2021,47183,0,INR,UNAPP,
,,,,"IIFL Home Finance Ltd",152869,SE26-IND,BTPL-ICICI-1112-Domestic,113149,28-10-2021,50768,0,INR,UNAPP,
,,,,"IIFL Home Finance Ltd",152869,SE26-IND,BTPL-ICICI-1112-Domestic,113150,28-10-2021,156,0,INR,UNAPP,
,,,,"TRAVCLAN TECHNOLOGY INDIA PRIVATE LIMITED",152987,SE26-IND,BTPL-ICICI-1112-Domestic,115272,30-10-2021,4.25,0,INR,UNAPP,
,,,,"TRAVCLAN TECHNOLOGY INDIA PRIVATE LIMITED",152987,SE26-IND,BTPL-ICICI-1112-Domestic,115273,30-10-2021,4.25,0,INR,UNAPP,
,,,,"TRAVCLAN TECHNOLOGY INDIA PRIVATE LIMITED",152987,SE26-IND,BTPL-ICICI-1112-Domestic,115274,30-10-2021,16.99,0,INR,UNAPP,
,,,,"TRAVCLAN TECHNOLOGY INDIA PRIVATE LIMITED",152987,SE26-IND,BTPL-ICICI-1112-Domestic,115275,30-10-2021,42.48,0,INR,UNAPP,
,,,,"TRAVCLAN TECHNOLOGY INDIA PRIVATE LIMITED",152987,SE26-IND,BTPL-ICICI-1112-Domestic,115276,30-10-2021,96.29,0,INR,UNAPP,
,,,,"TRAVCLAN TECHNOLOGY INDIA PRIVATE LIMITED",152987,SE26-IND,BTPL-ICICI-1112-Domestic,115277,30-10-2021,55.93,0,INR,UNAPP,
,,,,"TRAVCLAN TECHNOLOGY INDIA PRIVATE LIMITED",152987,SE26-IND,BTPL-ICICI-1112-Domestic,115278,30-10-2021,89.92,0,INR,UNAPP,
,,,,"Digital Gold India Private Limited",152823,SE26-IND,BTPL-ICICI-1112-Domestic,217083,07-07-2022,64.9,0,INR,UNAPP,
,,,,"Muthoot Capital Services Ltd",152926,SE26-IND,BTPL-ICICI-1112-Domestic,217084,07-07-2022,337,0,INR,UNAPP,
,,,,"Manipal Housing Finance Syndicate Limited",152906,SE26-IND,BTPL-ICICI-1112-Domestic,217085,07-07-2022,283,0,INR,UNAPP,
,,,,"Dollapee Private Limited",152826,SE26-IND,BTPL-ICICI-1112-Domestic,218002,11-07-2022,27297.12,0,INR,UNAPP,
,,,,"Gokwik Commerce Solutions Private Limited",152853,SE26-IND,BTPL-ICICI-1112-Domestic,218003,11-07-2022,84,0,INR,UNAPP,
,,,,"INCRED FINANCIAL SERVICES LIMITED",152871,SE26-IND,BTPL-ICICI-1112-Domestic,218004,11-07-2022,19818,0,INR,UNAPP,
,,,,"SREE MANI FINANCE",152975,SE26-IND,BTPL-ICICI-1112-Domestic,218005,11-07-2022,427,0,INR,UNAPP,
,,,,"TechExcel Software Solutions Pvt. Ltd.",152980,SE26-IND,BTPL-ICICI-1112-Domestic,218007,11-07-2022,34.58,0,INR,UNAPP,
,,,,"Fritware Solutions Private Limited",152849,SE26-IND,BTPL-ICICI-1112-Domestic,218643,12-07-2022,61.95,0,INR,UNAPP,
,,,,"Electronica Finance Ltd",152832,SE26-IND,BTPL-ICICI-1112-Domestic,218644,12-07-2022,32892,0,INR,UNAPP,
,,,,"EQX Analytics Pvt Ltd",152976,SE26-IND,BTPL-ICICI-1112-Domestic,218645,12-07-2022,18576,0,INR,UNAPP,
,,,,"EKAGRATA FINANCE PRIVATE LIMITED",152830,SE26-IND,BTPL-ICICI-1112-Domestic,218647,12-07-2022,141.6,0,INR,UNAPP,
,,,,"Dollapee Private Limited",152826,SE26-IND,BTPL-ICICI-1112-Domestic,218648,12-07-2022,8660.57,0,INR,UNAPP,
,,,,"MONEDO FINANCIAL SERVICES PRIVATE LIMITED",152921,SE26-IND,BTPL-ICICI-1112-Domestic,219940,14-07-2022,35.4,0,INR,UNAPP,
,,,,"PADMA SAI FINANCE PRIVATE LIMITED",152941,SE26-IND,BTPL-ICICI-1112-Domestic,219941,14-07-2022,10465,0,INR,UNAPP,
,,,,"PADMA SAI FINANCE PRIVATE LIMITED",152941,SE26-IND,BTPL-ICICI-1112-Domestic,219942,14-07-2022,9637,0,INR,UNAPP,
,,,,"Arohan Financial Services Limited",152783,SE26-IND,BTPL-ICICI-1112-Domestic,220837,16-07-2022,37.3,0,INR,UNAPP,
,,,,"Arohan Financial Services Limited",152783,SE26-IND,BTPL-ICICI-1112-Domestic,220838,16-07-2022,696.39,0,INR,UNAPP,
,,,,"Arohan Financial Services Limited",152783,SE26-IND,BTPL-ICICI-1112-Domestic,220839,16-07-2022,80.31,0,INR,UNAPP,
,,,,"Fortune Integrated Assets Finance LIMITED",152848,SE26-IND,BTPL-ICICI-1112-Domestic,221323,18-07-2022,6933.6,0,INR,UNAPP,
,,,,"AGGRA TECHNOLOGIES PRIVATE LIMITED",152770,SE26-IND,BTPL-ICICI-1112-Domestic,268566,11-11-2022,7576,0,INR,UNAPP,
,,,,"RKSV SECURITIES INDIA PRIVATE LIMITED",152956,SE26-IND,BTPL-ICICI-1112-Domestic,268568,11-11-2022,648000,0,INR,UNAPP,
,,,,"Amros Commercial Private Limited",152777,SE26-IND,BTPL-ICICI-1112-Domestic,268684,12-11-2022,6171,0,INR,UNAPP,
,,,,"Fortune Credit Capital Limited",152847,SE26-IND,BTPL-ICICI-1112-Domestic,268829,14-11-2022,13900,0,INR,UNAPP,
,,,,"Clix Capital Services Private Limited",152814,SE26-IND,BTPL-ICICI-1112-Domestic,268831,14-11-2022,12236.28,0,INR,UNAPP,
,,,,"Arohan Financial Services Limited",152783,SE26-IND,BTPL-ICICI-1112-Domestic,268833,14-11-2022,466,0,INR,UNAPP,
,,,,"MARKET HUB STOCK BROKING PRIVATE LIMITED",152907,SE26-IND,BTPL-ICICI-1112-Domestic,268834,14-11-2022,275,0,INR,UNAPP,
,,,,"Mahindra Rural Housing Finance Limited",152905,SE26-IND,BTPL-ICICI-1112-Domestic,268954,15-11-2022,339769,0,INR,UNAPP,
,,,,"Onemi Technology Solutions Pvt Ltd",152937,SE26-IND,BTPL-ICICI-1112-Domestic,268957,15-11-2022,62357,0,INR,UNAPP,
,,,,"EKAGRATA FINANCE PRIVATE LIMITED",152830,SE26-IND,BTPL-ICICI-1112-Domestic,268958,15-11-2022,1854.72,0,INR,UNAPP,
,,,,"MWYN TECH PRIVATE LIMITED",152924,SE26-IND,BTPL-ICICI-1112-Domestic,269097,16-11-2022,16950,0,INR,UNAPP,
,,,,"MONEDO FINANCIAL SERVICES PRIVATE LIMITED",152921,SE26-IND,BTPL-ICICI-1112-Domestic,269098,16-11-2022,1319,0,INR,UNAPP,
,,,,"Fortune Integrated Assets Finance LIMITED",152848,SE26-IND,BTPL-ICICI-1112-Domestic,269100,16-11-2022,17787.6,0,INR,UNAPP,
,,,,"TVS CREDIT SERVICES LIMITED",152989,SE26-IND,BTPL-ICICI-1112-Domestic,269104,16-11-2022,1820.87,0,INR,UNAPP,
,,,,"TVS CREDIT SERVICES LIMITED",152989,SE26-IND,BTPL-ICICI-1112-Domestic,269105,16-11-2022,12882.23,0,INR,UNAPP,
,,,,"TVS CREDIT SERVICES LIMITED",152989,SE26-IND,BTPL-ICICI-1112-Domestic,269106,16-11-2022,4963.67,0,INR,UNAPP,
,,,,"Dollapee Private Limited",152826,SE26-IND,BTPL-ICICI-1112-Domestic,269247,17-11-2022,146196.72,0,INR,UNAPP,
,,,,"Gokwik Commerce Solutions Private Limited",152853,SE26-IND,BTPL-ICICI-1112-Domestic,269383,18-11-2022,102418,0,INR,UNAPP,
,,,,"KKR India Financial Services Limited",152893,SE26-IND,BTPL-ICICI-1112-Domestic,269385,18-11-2022,32744,0,INR,UNAPP,
,,,,"BANAYANTREE SERVICES LIMITED",152836,SE26-IND,BTPL-ICICI-1112-Domestic,269389,18-11-2022,185509.44,0,INR,UNAPP,
,,,,"TRAVCLAN TECHNOLOGY INDIA PRIVATE LIMITED",152987,SE26-IND,BTPL-ICICI-1112-Domestic,115280,30-10-2021,188.33,0,INR,UNAPP,
,,,,"TRAVCLAN TECHNOLOGY INDIA PRIVATE LIMITED",152987,SE26-IND,BTPL-ICICI-1112-Domestic,115281,30-10-2021,421.26,0,INR,UNAPP,
,,,,"TRAVCLAN TECHNOLOGY INDIA PRIVATE LIMITED",152987,SE26-IND,BTPL-ICICI-1112-Domestic,115282,30-10-2021,118.94,0,INR,UNAPP,
,,,,"MoneyMitra IT Solutions Private Limited",152957,SE26-IND,BTPL-ICICI-1112-Domestic,115928,01-11-2021,3136,0,INR,UNAPP,
