P_CUSTOMER_NAME,P_RECEIPT_AMOUNT,P_RECEIPT_NUMBER,P_RECEIPT_DATE,BILL_CUSTOMER_NAME,BILL_CUSTOMER_NUMBER,BUSINESS_UNIT,RECEIPT_METHOD,RECEIPT_NUMBER,RECEIPT_DATE,RECEIPT_AMOUNT,APPLIED_AMOUNT,CURRENCY,RECEIPT_STATUS_CODE,UNAPPLIED_AMOUNT
,,,,"Credence Rewards",200615,QC12-KA,"QC - AXIS BANK - 8329",ICICR42022100400521247,04-10-2022,842171,0,INR,UNAPP,
,,,,"ETrade Marketing",52045,QC12-KA,"QC - AXIS BANK - 8329",25-820746545-1,04-10-2022,28752,0,INR,UNAPP,
,,,,"Lifafa Tech Services",201479,QC12-KA,"QC - AXIS BANK - 8329",29560951181DC,05-10-2022,100000,0,INR,UNAPP,
,,,,"Orpid Smart Tech",201860,QC12-KA,"QC - AXIS BANK - 8329",25-821246988-1,05-10-2022,100000,0,INR,UNAPP,
,,,,"Raipur Mobile",18132,QC12-KA,"QC - AXIS BANK - 8329",ICICR42022100100533495,01-10-2022,900000,0,INR,UNAPP,
,,,,"Mmayit's Enterprises",68052,QC12-KA,"QC - AXIS BANK - 8329",1003i27700261521,03-10-2022,4950,0,INR,UNAPP,
,,,,"One97 Communications",201828,QC12-KA,"QC - AXIS BANK - 8329",CMS2869371470,03-10-2022,20483682.59,0,INR,UNAPP,
,,,,"Accentiv India",200046,QC12-KA,"QC - AXIS BANK - 8329",CITIN22346420260,04-10-2022,1500000,0,INR,UNAPP,
,,,,"Right Framework Consultancy",68038,QC12-KA,"QC - AXIS BANK - 8329",29548164481DC,04-10-2022,180000,0,INR,UNAPP,
,,,,"Zpay Solutions",202830,QC12-KA,"QC - AXIS BANK - 8329",25-819939731-1,04-10-2022,170000,0,INR,UNAPP,
,,,,Itc,201334,QC12-KA,"QC - AXIS BANK - 8329",IN1ON2209300C1Q6,30-09-2022,48000,0,INR,UNAPP,
,,,,"Pine Labs Noida",7020,QC12-KA,"QC - AXIS BANK - 8329",N277222147780169,04-10-2022,90110.1,0,INR,UNAPP,
,,,,"Lifafa Tech Services",201481,QC12-KA,"QC - AXIS BANK - 8329",25-820815538-1,04-10-2022,96750,0,INR,UNAPP,
,,,,"Amazon Pay (India)",200131,QC12-KA,"QC - AXIS BANK - 8329",227800165GN00001,05-10-2022,44560.89,0,INR,UNAPP,
,,,,"Benepik Technology",200353,QC12-KA,"QC - AXIS BANK - 8329",HDFCR52022100550649470,05-10-2022,400000,0,INR,UNAPP,
,,,,"Ras Beauty",97014,QC12-KA,"QC - AXIS BANK - 8329",INDBN05103705413,05-10-2022,4000,0,INR,UNAPP,
,,,,"Dealsnow Consumer Solutions",200661,QC12-KA,"QC - AXIS BANK - 8329",29567206001DC,05-10-2022,85750,0,INR,UNAPP,
,,,,"Dealsnow Consumer Solutions",200661,QC12-KA,"QC - AXIS BANK - 8329",29567199861DC,05-10-2022,99999,0,INR,UNAPP,
,,,,"Accentiv India",200046,QC12-KA,"QC - AXIS BANK - 8329",CITIN22347470015,06-10-2022,1500000,0,INR,UNAPP,
,,,,"Accentiv India",200046,QC12-KA,"QC - AXIS BANK - 8329",CITIN22347427460,06-10-2022,1500000,0,INR,UNAPP,
,,,,"Amazon Seller Services",200194,QC12-KA,"QC - AXIS BANK - 8329",227800522GN00076,06-10-2022,22320357.04,0,INR,UNAPP,
,,,,"Zagg Network",202799,QC12-KA,"QC - AXIS BANK - 8329",RATNH22279273559,06-10-2022,1500000,0,INR,UNAPP,
,,,,"Sushyn Solutions Private Limited",27024,QC12-KA,"QC - AXIS BANK - 8329",29571441581DC,06-10-2022,2800,0,INR,UNAPP,
,,,,"Zpay Solutions",202830,QC12-KA,"QC - AXIS BANK - 8329",25-813911572-1,01-10-2022,100000,0,INR,UNAPP,
,,,,"Winds E World",202750,QC12-KA,"QC - AXIS BANK - 8329",PUNBH22274692960,01-10-2022,1000000,0,INR,UNAPP,
,,,,"Mnf Electronics Solution",201658,QC12-KA,"QC - AXIS BANK - 8329",IDIBH22274231647,01-10-2022,500000,0,INR,UNAPP,
,,,,"Pine Labs Noida",7020,QC12-KA,"QC - AXIS BANK - 8329",AXISP00324779139,01-10-2022,426679.73,0,INR,UNAPP,
,,,,Ecoclan,200742,QC12-KA,"QC - AXIS BANK - 8329",25-816071907-1,02-10-2022,50000,0,INR,UNAPP,
,,,,"Amazon Seller Services",200194,QC12-KA,"QC - AXIS BANK - 8329",HSBCN22276416419,03-10-2022,21659996.92,0,INR,UNAPP,
,,,,"Manupatra Information Solutions",81003,QC12-KA,"QC - AXIS BANK - 8329",29534320581DC,03-10-2022,13000,0,INR,UNAPP,
,,,,"Payu Payments",4040,QC12-KA,"QC - AXIS BANK - 8329",HDFCR52022100350279800,03-10-2022,554987.41,0,INR,UNAPP,
,,,,"Urbanclap Technologies India",202653,QC12-KA,"QC - AXIS BANK - 8329",29538121441DC,03-10-2022,10000,0,INR,UNAPP,
,,,,"Camden Town Technologies",200464,QC12-KA,"QC - AXIS BANK - 8329",KKBK222763972790,03-10-2022,7361064,0,INR,UNAPP,
,,,,"Online Giftkarting",201832,QC12-KA,"QC - AXIS BANK - 8329",KKBKH22276978668,03-10-2022,14000,0,INR,UNAPP,
,,,,"Selectkaro India",202274,QC12-KA,"QC - AXIS BANK - 8329",25-819368168-1,04-10-2022,350000,0,INR,UNAPP,
,,,,"Future Mobiles",200928,QC12-KA,"QC - AXIS BANK - 8329",HDFCR52022100450446575,04-10-2022,200000,0,INR,UNAPP,
,,,,"Earnest Fintech",200731,QC12-KA,"QC - AXIS BANK - 8329",KKBKH22277689024,04-10-2022,200000,0,INR,UNAPP,
,,,,,,QC12-KA,"QC - AXIS BANK - 8329",227315870422,30-09-2022,1,0,INR,UNID,
,,,,"7Shine Telecom India",80027,QC12-KA,"QC - AXIS BANK - 8329",25-813765725-1,01-10-2022,55000,0,INR,UNAPP,
,,,,"Airtel Payments Bank",200093,QC12-KA,"QC - AXIS BANK - 8329",A274220011212493,01-10-2022,17867.32,0,INR,UNAPP,
,,,,"Idisha Info Labs",201218,QC12-KA,"QC - AXIS BANK - 8329",N275222144200994,02-10-2022,100000,0,INR,UNAPP,
,,,,"Ameri100 Consulting",60028,QC12-KA,"QC - AXIS BANK - 8329",N276222145962881,03-10-2022,2500,0,INR,UNAPP,
,,,,"Accentiv India",200046,QC12-KA,"QC - AXIS BANK - 8329",CITIN22346421730,04-10-2022,1500000,0,INR,UNAPP,
,,,,Itc,201334,QC12-KA,"QC - AXIS BANK - 8329",IN1ON2209300C248,30-09-2022,10000,0,INR,UNAPP,
,,,,"Icici Bank",201204,QC12-KA,"QC - AXIS BANK - 8329",29553860771DC,04-10-2022,300000000,0,INR,UNAPP,
,,,,"A&A Enterprises",200022,QC12-KA,"QC - AXIS BANK - 8329",25-820587286-1,04-10-2022,199000,0,INR,UNAPP,
,,,,"Jio Haptik",99015,QC12-KA,"QC - AXIS BANK - 8329",N277222147910446,04-10-2022,27115,0,INR,UNAPP,
,,,,"Giftiicon Solutions India",70108,QC12-KA,"QC - AXIS BANK - 8329",29558699121DC,05-10-2022,48.53,0,INR,UNAPP,
,,,,"Giftiicon Solutions India",70108,QC12-KA,"QC - AXIS BANK - 8329",29558695961DC,05-10-2022,970.5,0,INR,UNAPP,
,,,,"One97 Communications Ltd",4037,QC12-KA,"QC - AXIS BANK - 8329",PYTM222782319120,05-10-2022,2701.32,0,INR,UNAPP,
,,,,"Lifafa Tech Services",201481,QC12-KA,"QC - AXIS BANK - 8329",29560956821DC,05-10-2022,50000,0,INR,UNAPP,
,,,,"Cpas Technologies",200610,QC12-KA,"QC - AXIS BANK - 8329",25-821216048-1,05-10-2022,3906800,0,INR,UNAPP,
,,,,"Accentiv India",200046,QC12-KA,"QC - AXIS BANK - 8329",CITIN22347443792,06-10-2022,1500000,0,INR,UNAPP,
,,,,"Amazon Pay (India)",200131,QC12-KA,"QC - AXIS BANK - 8329",227900154GN00001,06-10-2022,39421.21,0,INR,UNAPP,
,,,,"Netcarrots. Com",71014,QC12-KA,"QC - AXIS BANK - 8329",IN1ON22100600DJQ,06-10-2022,152000,0,INR,UNAPP,
,,,,"Netcarrots. Com",71014,QC12-KA,"QC - AXIS BANK - 8329",IN1ON22100600B27,06-10-2022,146000,0,INR,UNAPP,
,,,,"Future Mobiles",200928,QC12-KA,"QC - AXIS BANK - 8329",HDFCR52022100199907285,01-10-2022,200000,0,INR,UNAPP,
,,,,"Viverati Interactive Marketing",202707,QC12-KA,"QC - AXIS BANK - 8329",IDFBR52022100200602020,02-10-2022,1000000,0,INR,UNAPP,
,,,,"Paramount Industries",201889,QC12-KA,"QC - AXIS BANK - 8329",BKIDH22276643433,03-10-2022,2500000,0,INR,UNAPP,
,,,,"Accentiv India",200046,QC12-KA,"QC - AXIS BANK - 8329",CITIN22346421705,04-10-2022,1500000,0,INR,UNAPP,
,,,,"Tajonline India",202460,QC12-KA,"QC - AXIS BANK - 8329",N277222146045025,04-10-2022,500000,0,INR,UNAPP,
,,,,"Mondelez India Foods",201674,QC12-KA,"QC - AXIS BANK - 8329",227302379GN00003,30-09-2022,45695,0,INR,UNAPP,
,,,,Itc,201334,QC12-KA,"QC - AXIS BANK - 8329",IN1ON2209300C23C,30-09-2022,3587.73,0,INR,UNAPP,
,,,,"Giftiicon Solutions India",70108,QC12-KA,"QC - AXIS BANK - 8329",29558694491DC,05-10-2022,7764,0,INR,UNAPP,
,,,,"Breathe India Advisors",200427,QC12-KA,"QC - AXIS BANK - 8329",25-821319771-1,05-10-2022,10000,0,INR,UNAPP,
,,,,"Zpay Solutions",202830,QC12-KA,"QC - AXIS BANK - 8329",25-821580219-1,05-10-2022,200000,0,INR,UNAPP,
,,,,"Touch Mobiles",202582,QC12-KA,"QC - AXIS BANK - 8329",25-821583155-1,05-10-2022,200000,0,INR,UNAPP,
,,,,"Uolo Edtech",41012,QC12-KA,"QC - AXIS BANK - 8329",CMS2872980543,05-10-2022,10000,0,INR,UNAPP,
,,,,"Work Advantage",202761,QC12-KA,"QC - AXIS BANK - 8329",CMS2873223315,06-10-2022,300000,0,INR,UNAPP,
,,,,"Paramount Industries",201889,QC12-KA,"QC - AXIS BANK - 8329",BKIDH22279677546,06-10-2022,2500000,0,INR,UNAPP,
,,,,"Viverati Interactive Marketing",202707,QC12-KA,"QC - AXIS BANK - 8329",KKBKR12022100600954143,06-10-2022,2000000,0,INR,UNAPP,
,,,,"Paramount Industries",201889,QC12-KA,"QC - AXIS BANK - 8329",BKIDH22279676602,06-10-2022,2500000,0,INR,UNAPP,
,,,,"Nxtify Technologies",201798,QC12-KA,"QC - AXIS BANK - 8329",ICICR42022100600510504,06-10-2022,500000,0,INR,UNAPP,
,,,,"Opcommerce Online",201840,QC12-KA,"QC - AXIS BANK - 8329",ICICR42022100300516031,03-10-2022,476197,0,INR,UNAPP,
,,,,"One97 Communications Ltd",4037,QC12-KA,"QC - AXIS BANK - 8329",PYTM222793992464,06-10-2022,1222.96,0,INR,UNAPP,
,,,,"Cpas Technologies",200610,QC12-KA,"QC - AXIS BANK - 8329",HDFCR52022100650689922,06-10-2022,10000000,0,INR,UNAPP,
,,,,"Paramount Industries",201889,QC12-KA,"QC - AXIS BANK - 8329",BKIDH22279678659,06-10-2022,2500000,0,INR,UNAPP,
,,,,"Paramount Industries",201889,QC12-KA,"QC - AXIS BANK - 8329",BKIDH22279677468,06-10-2022,2500000,0,INR,UNAPP,
,,,,"Paramount Industries",201889,QC12-KA,"QC - AXIS BANK - 8329",BKIDH22279676688,06-10-2022,2500000,0,INR,UNAPP,
,,,,"Paramount Industries",201889,QC12-KA,"QC - AXIS BANK - 8329",BKIDH22279677402,06-10-2022,2500000,0,INR,UNAPP,
,,,,"Sushyn Solutions Private Limited",27024,QC12-KA,"QC - AXIS BANK - 8329",29575003391DC,06-10-2022,1800,0,INR,UNAPP,
,,,,"Winds E World",202750,QC12-KA,"QC - AXIS BANK - 8329",PUNBH22279861808,06-10-2022,2000000,0,INR,UNAPP,
,,,,"Fydox Technologies",70231,QC12-KA,"QC - AXIS BANK - 8329",MAHBR52022100612958646,06-10-2022,1000000,0,INR,UNAPP,
,,,,"Zagg Network",202799,QC12-KA,"QC - AXIS BANK - 8329",RATNH22279340849,06-10-2022,1500000,0,INR,UNAPP,
,,,,"Zaggle Prepaid Ocean Services",202802,QC12-KA,"QC - AXIS BANK - 8329",29574223013DC,06-10-2022,6000000,0,INR,UNAPP,
,,,,"Arevuk Advisory Services",200249,QC12-KA,"QC - AXIS BANK - 8329",AXISCN0170350156,06-10-2022,9604.63,0,INR,UNAPP,
,,,,"Zaggle Prepaid Ocean Services",202802,QC12-KA,"QC - AXIS BANK - 8329",29574223011DC,06-10-2022,5000000,0,INR,UNAPP,
,,,,"Youfirst Ventures",202788,QC12-KA,"QC - AXIS BANK - 8329",N279222149255211,06-10-2022,26950,0,INR,UNAPP,
,,,,Snapdeal,202346,QC12-KA,"QC - AXIS BANK - 8329",CITIN22347658878,06-10-2022,11015,0,INR,UNAPP,
,,,,"Reliance Brands",202114,QC12-KA,"QC - AXIS BANK - 8329",CMS2871616354,04-10-2022,50000,0,INR,UNAPP,
,,,,"Cybage Software",200635,QC12-KA,"QC - AXIS BANK - 8329",CITIN22347086760,04-10-2022,200000,0,INR,UNAPP,
,,,,"Camden Town Technologies",200464,QC12-KA,"QC - AXIS BANK - 8329",KKBK222774759752,04-10-2022,3790567,0,INR,UNAPP,
,,,,"Zagg Network",202799,QC12-KA,"QC - AXIS BANK - 8329",25-821812760-1,05-10-2022,200000,0,INR,UNAPP,
,,,,"Accentiv India",200046,QC12-KA,"QC - AXIS BANK - 8329",CITIN22347440344,06-10-2022,1500000,0,INR,UNAPP,
,,,,"Accentiv India",200046,QC12-KA,"QC - AXIS BANK - 8329",CITIN22347463106,06-10-2022,1500000,0,INR,UNAPP,
,,,,"Tech Connect Retail",202494,QC12-KA,"QC - AXIS BANK - 8329",227900426GN00004,06-10-2022,16302377,0,INR,UNAPP,
,,,,"Super Cool Company",202437,QC12-KA,"QC - AXIS BANK - 8329",25-822048607-1,06-10-2022,100000,0,INR,UNAPP,
,,,,"Myntra Designs_1",201711,QC12-KA,"QC - AXIS BANK - 8329",227900510GN00210,06-10-2022,30096335,0,INR,UNAPP,
,,,,"Paramount Industries",201889,QC12-KA,"QC - AXIS BANK - 8329",BKIDH22279678744,06-10-2022,2500000,0,INR,UNAPP,
,,,,"Paramount Industries",201889,QC12-KA,"QC - AXIS BANK - 8329",BKIDH22279683304,06-10-2022,2500000,0,INR,UNAPP,
,,,,"Amazon Seller Services",200194,QC12-KA,"QC - AXIS BANK - 8329",227900907GN00004,06-10-2022,20084551.47,0,INR,UNAPP,
,,,,"Zaggle Prepaid Ocean Services",202802,QC12-KA,"QC - AXIS BANK - 8329",29574223014DC,06-10-2022,19000,0,INR,UNAPP,
,,,,"Accentiv India",200046,QC12-KA,"QC - AXIS BANK - 8329",CITIN22347685921,06-10-2022,500000,0,INR,UNAPP,
,,,,Pepperfry,201932,QC12-KA,"QC - AXIS BANK - 8329",N279222149559155,06-10-2022,646621,0,INR,UNAPP,
,,,,"Payu Payments",4040,QC12-KA,"QC - AXIS BANK - 8329",N279222149624188,06-10-2022,5087.97,0,INR,UNAPP,
,,,,"Zaggle Prepaid Ocean Services",202802,QC12-KA,"QC - AXIS BANK - 8329",ICICR42022100600536073,06-10-2022,2000000,0,INR,UNAPP,
,,,,"Benepik Technology",200353,QC12-KA,"QC - AXIS BANK - 8329",HDFCR52022100650855630,06-10-2022,500000,0,INR,UNAPP,
,,,,"Chitkara Educational Trust",55017,QC12-KA,"QC - AXIS BANK - 8329",2210060QLVD8,06-10-2022,2393750,0,INR,UNAPP,
,,,,"Chitkara Educational Trust",55017,QC12-KA,"QC - AXIS BANK - 8329",2210060QLVD7,06-10-2022,2393750,0,INR,UNAPP,
,,,,"Cigma Events",67001,QC12-KA,"QC - AXIS BANK - 8329",CITIN22347501725,06-10-2022,173000,0,INR,UNAPP,
,,,,"Amazon Seller Services",200192,QC12-KA,"QC - AXIS BANK - 8329",227900470GN00160,06-10-2022,844911,0,INR,UNAPP,
,,,,"32 Checks",200003,QC12-KA,"QC - AXIS BANK - 8329",25-822429578-1,06-10-2022,100000,0,INR,UNAPP,
,,,,"Myntra Designs_1",201711,QC12-KA,"QC - AXIS BANK - 8329",227900498GN00176,06-10-2022,41800154,0,INR,UNAPP,
,,,,"AIWF Technologies",71041,QC12-KA,"QC - AXIS BANK - 8329",0811OP2109716012,06-10-2022,40000,0,INR,UNAPP,
,,,,"Paramount Industries",201889,QC12-KA,"QC - AXIS BANK - 8329",BKIDH22279683081,06-10-2022,2500000,0,INR,UNAPP,
,,,,"Paramount Industries",201889,QC12-KA,"QC - AXIS BANK - 8329",BKIDH22279686972,06-10-2022,2500000,0,INR,UNAPP,
,,,,"Nreach Online Services",201781,QC12-KA,"QC - AXIS BANK - 8329",HDFCR52022100650815399,06-10-2022,3600000,0,INR,UNAPP,
,,,,"Touch Mobiles",202582,QC12-KA,"QC - AXIS BANK - 8329",25-822876869-1,06-10-2022,200000,0,INR,UNAPP,
,,,,"Accentiv India",200046,QC12-KA,"QC - AXIS BANK - 8329",CITIN22347685920,06-10-2022,1500000,0,INR,UNAPP,
,,,,"Accentiv India",200046,QC12-KA,"QC - AXIS BANK - 8329",CITIN22347685919,06-10-2022,1500000,0,INR,UNAPP,
,,,,"Payu Payments",4040,QC12-KA,"QC - AXIS BANK - 8329",HDFCR52022100650876086,06-10-2022,1884447.25,0,INR,UNAPP,
,,,,Knovedad,201417,QC12-KA,"QC - AXIS BANK - 8329",25-823412511-1,06-10-2022,45000,0,INR,UNAPP,
,,,,"Ideal Connect International",24021,QC12-KA,"QC - AXIS BANK - 8329",25-823593223-1,06-10-2022,18500,0,INR,UNAPP,
,,,,"Zaggle Prepaid Ocean Services",202802,QC12-KA,"QC - AXIS BANK - 8329",ICICR42022100600542845,06-10-2022,1000000,0,INR,UNAPP,
,,,,"Credence Rewards",200615,QC12-KA,"QC - AXIS BANK - 8329",29582409851DC,07-10-2022,4800,0,INR,UNAPP,
,,,,"Zaggle Prepaid Ocean Services",202802,QC12-KA,"QC - AXIS BANK - 8329",29574223012DC,06-10-2022,700000,0,INR,UNAPP,
,,,,"Zingoy Rewards",202819,QC12-KA,"QC - AXIS BANK - 8329",N279222149244128,06-10-2022,500000,0,INR,UNAPP,
,,,,"The Banyan Tree",70220,QC12-KA,"QC - AXIS BANK - 8329",29575757951DC,06-10-2022,121462,0,INR,UNAPP,
,,,,"Accentiv India",200048,QC12-KA,"QC - AXIS BANK - 8329",CITIN22347685942,06-10-2022,1181295,0,INR,UNAPP,
,,,,"Nreach Online Services",201779,QC12-KA,"QC - AXIS BANK - 8329",N279222149420356,06-10-2022,250000,0,INR,UNAPP,
,,,,"Freecharge Payment Technologies",200913,QC12-KA,"QC - AXIS BANK - 8329",N279222149805041,06-10-2022,828513.01,0,INR,UNAPP,
,,,,"Peopleprosper Technologies",201929,QC12-KA,"QC - AXIS BANK - 8329",29579970561DC,06-10-2022,250,0,INR,UNAPP,
,,,,"Credence Rewards",200615,QC12-KA,"QC - AXIS BANK - 8329",29579862781DC,06-10-2022,185040,0,INR,UNAPP,
,,,,"Viverati Interactive Marketing",202708,QC12-KA,"QC - AXIS BANK - 8329",25-824265055-1,06-10-2022,500000,0,INR,UNAPP,
,,,,"Credence Rewards",200615,QC12-KA,"QC - AXIS BANK - 8329",ICICR42022100600552093,06-10-2022,707664,0,INR,UNAPP,
,,,,"One97 Communications Ltd",4037,QC12-KA,"QC - AXIS BANK - 8329",PYTM222805585204,07-10-2022,2090.33,0,INR,UNAPP,
,,,,"Bargain Technologies",200327,QC12-KA,"QC - AXIS BANK - 8329",N280222150675113,07-10-2022,1000000,0,INR,UNAPP,
,,,,"Tvs Credit Services",202621,QC12-KA,"QC - AXIS BANK - 8329",N280222150847123,07-10-2022,87300,67200,INR,UNAPP,20100
,,,,"Cashfree Payments India",200489,QC12-KA,"QC - AXIS BANK - 8329",29585337021DC,07-10-2022,2500000,0,INR,UNAPP,
,,,,Pointhai.Com,201983,QC12-KA,"QC - AXIS BANK - 8329",25-824845626-1,07-10-2022,9600,0,INR,UNAPP,
,,,,"Myntra Designs_1",201711,QC12-KA,"QC - AXIS BANK - 8329",228000881GN00050,07-10-2022,14129644,0,INR,UNAPP,
,,,,"Airtel Payments Bank",200093,QC12-KA,"QC - AXIS BANK - 8329",A280220011236107,07-10-2022,20477.43,0,INR,UNAPP,
,,,,"Tajonline India",202460,QC12-KA,"QC - AXIS BANK - 8329",N280222151058291,07-10-2022,417000,0,INR,UNAPP,
,,,,"Consortium Gifts",67014,QC12-KA,"QC - AXIS BANK - 8329",CNRBR52022100791247951,07-10-2022,500000,0,INR,UNAPP,
,,,,"Myntra Designs_1",201711,QC12-KA,"QC - AXIS BANK - 8329",228001394GN00001,07-10-2022,14577400,0,INR,UNAPP,
,,,,"Voucher Activation Services India",55057,QC12-KA,"QC - AXIS BANK - 8329",29575694221DC,06-10-2022,16800,0,INR,UNAPP,
,,,,"Accentiv India",200046,QC12-KA,"QC - AXIS BANK - 8329",CITIN22347685935,06-10-2022,1500000,0,INR,UNAPP,
,,,,"Accentiv India",200046,QC12-KA,"QC - AXIS BANK - 8329",CITIN22347685946,06-10-2022,1500000,0,INR,UNAPP,
,,,,"Payu Payments",4040,QC12-KA,"QC - AXIS BANK - 8329",HDFCR52022100650870621,06-10-2022,290125.21,0,INR,UNAPP,
,,,,"Avantech Business Solutions",83020,QC12-KA,"QC - AXIS BANK - 8329",29580223781DC,06-10-2022,500000,0,INR,UNAPP,
,,,,"Sushyn Solutions Private Limited",27024,QC12-KA,"QC - AXIS BANK - 8329",29581526221DC,06-10-2022,2100,0,INR,UNAPP,
,,,,"One97 Communications",201828,QC12-KA,"QC - AXIS BANK - 8329",CMS2874450551,06-10-2022,245575.33,0,INR,UNAPP,
,,,,"NoBroker Technologies Solutions",67082,QC12-KA,"QC - AXIS BANK - 8329",AXISCN0170446079,07-10-2022,6500,0,INR,UNAPP,
,,,,"Saluto Wellness",202214,QC12-KA,"QC - AXIS BANK - 8329",INDBN07103934037,07-10-2022,579533,0,INR,UNAPP,
,,,,"One97 Communications",201828,QC12-KA,"QC - AXIS BANK - 8329",CMS2874450546,07-10-2022,6941313.34,0,INR,UNAPP,
,,,,"Bargain Technologies",200327,QC12-KA,"QC - AXIS BANK - 8329",N280222150631918,07-10-2022,200000,0,INR,UNAPP,
,,,,"Goniteo Enterprise",201046,QC12-KA,"QC - AXIS BANK - 8329",KKBKR12022100700752365,07-10-2022,960000,0,INR,UNAPP,
,,,,"Zaggle Prepaid Ocean Services",202802,QC12-KA,"QC - AXIS BANK - 8329",ICICR42022100700511431,07-10-2022,2200000,0,INR,UNAPP,
,,,,"Zingoy Rewards",202819,QC12-KA,"QC - AXIS BANK - 8329",N280222151583624,07-10-2022,500000,0,INR,UNAPP,
,,,,"Choice Electronics",68008,QC12-KA,"QC - AXIS BANK - 8329",N280222151693947,07-10-2022,500000,0,INR,UNAPP,
,,,,"Hsbc Bank Malaysia Berhad-Pps",151692,PL24-MAL,"PL - CIMB BANK - 4782",GJ2223/001023,06-05-2022,17417.92,0,MYR,UNAPP,
,,,,"Affin Bank Berhad",151126,PL24-MAL,"PL - CIMB BANK - 4782",GJ2223/001483,24-05-2022,2435.35,0,MYR,UNAPP,
,,,,"Reliance Brands",202114,QC12-KA,"QC - AXIS BANK - 8329",N277222147786871,04-10-2022,100000,0,INR,UNAPP,
,,,,"Pine Labs Noida",7020,QC12-KA,"QC - AXIS BANK - 8329",AXISP00325950380,06-10-2022,3645866.98,0,INR,UNAPP,
,,,,"Green Enabled IT Solutions",73032,QC12-KA,"QC - AXIS BANK - 8329",N279222149780173,06-10-2022,200000,0,INR,UNAPP,
,,,,"Tata Unistore",202486,QC12-KA,"QC - AXIS BANK - 8329",HSBCN22279986525,06-10-2022,1670000,0,INR,UNAPP,
,,,,"Future Mobiles",200928,QC12-KA,"QC - AXIS BANK - 8329",HDFCR52022100650905221,06-10-2022,400000,0,INR,UNAPP,
,,,,"Reward360 Global Services",13004,QC12-KA,"QC - AXIS BANK - 8329",HDFCR52022100650940955,06-10-2022,4000000,0,INR,UNAPP,
,,,,"NoBroker Technologies Solutions",67082,QC12-KA,"QC - AXIS BANK - 8329",AXISCN0170445927,07-10-2022,47000,0,INR,UNAPP,
,,,,"One97 Communications Ltd",4037,QC12-KA,"QC - AXIS BANK - 8329",PYTM222805759262,07-10-2022,490.56,0,INR,UNAPP,
,,,,"One97 Communications",201828,QC12-KA,"QC - AXIS BANK - 8329",CMS2874550745,07-10-2022,377331.21,0,INR,UNAPP,
,,,,"Amazon Pay (India)",200131,QC12-KA,"QC - AXIS BANK - 8329",228000391GN00001,07-10-2022,36501.23,0,INR,UNAPP,
,,,,"Flipkart Internet",200890,QC12-KA,"QC - AXIS BANK - 8329",228000571GN00271,07-10-2022,141860.65,0,INR,UNAPP,
,,,,"Cpas Technologies",200610,QC12-KA,"QC - AXIS BANK - 8329",HDFCR52022100751004345,07-10-2022,8000000,0,INR,UNAPP,
,,,,"Manash Lifestyle",201574,QC12-KA,"QC - AXIS BANK - 8329",CMS2875066875,07-10-2022,500000,0,INR,UNAPP,
,,,,"Harnessio R&D Labs India",201106,QC12-KA,"QC - AXIS BANK - 8329",CITIN22348052910,07-10-2022,110807,48958,INR,UNAPP,61849
,,,,"The Banyan Tree",70220,QC12-KA,"QC - AXIS BANK - 8329",ICICR42022100700509411,07-10-2022,1000000,0,INR,UNAPP,
,,,,"Capital Foods",200470,QC12-KA,"QC - AXIS BANK - 8329",KKBK222806617834,07-10-2022,183709,183708.93,INR,UNAPP,0.07
,,,,"Amazon Seller Services",200191,QC12-KA,"QC - AXIS BANK - 8329",25-824965633-1,07-10-2022,306320,0,INR,UNAPP,
,,,,"Uruluj Insurance Advisory",104017,QC12-KA,"QC - AXIS BANK - 8329",25-825174013-1,07-10-2022,500000,0,INR,UNAPP,
,,,,"Tajonline India",202460,QC12-KA,"QC - AXIS BANK - 8329",N280222151058279,07-10-2022,500000,0,INR,UNAPP,
,,,,"One97 Communications",201828,QC12-KA,"QC - AXIS BANK - 8329",CMS2874550540,07-10-2022,6501352.39,0,INR,UNAPP,
,,,,"One97 Communications",201828,QC12-KA,"QC - AXIS BANK - 8329",CMS2874550740,07-10-2022,189002.54,0,INR,UNAPP,
,,,,"Pure Optimum Marketing Services",202027,QC12-KA,"QC - AXIS BANK - 8329",29585452621DC,07-10-2022,13300,0,INR,UNAPP,
,,,,"Myntra Designs_1",201711,QC12-KA,"QC - AXIS BANK - 8329",228000751GN00144,07-10-2022,15276126,0,INR,UNAPP,
,,,,"Uruluj Insurance Advisory",104017,QC12-KA,"QC - AXIS BANK - 8329",25-824917591-1,07-10-2022,500000,0,INR,UNAPP,
,,,,"Epifi Technologies",200795,QC12-KA,"QC - AXIS BANK - 8329",25-825255021-1,07-10-2022,1,0,INR,UNAPP,
,,,,"Manak Waste Management",201572,QC12-KA,"QC - AXIS BANK - 8329",AXISCN0170536022,07-10-2022,1000000,0,INR,UNAPP,
,,,,"Manak Waste Management",201572,QC12-KA,"QC - AXIS BANK - 8329",AXISCN0170536016,07-10-2022,1500000,0,INR,UNAPP,
,,,,"Amazon Seller Services",200192,QC12-KA,"QC - AXIS BANK - 8329",228001290GN00464,07-10-2022,144248579.38,0,INR,UNAPP,
,,,,"Amazon Pay (India)",200128,QC12-KA,"QC - AXIS BANK - 8329",HSBCN22280170394,07-10-2022,50000000,0,INR,UNAPP,
