P_CUSTOMER_NAME,P_FROM_DATE,P_TO_DATE,BILL_CUSTOMER_NAME,BILL_CUSTOMER_NUMBER,BUSINESS_UNIT,RECEIPT_METHOD,RECEIPT_NUMBER,RECEIPT_DATE,RECEIPT_AMOUNT,APPLIED_AMOUNT,UNAPPLIED_AMOUNT,CURRENCY,RECEIPT_STATUS_CODE
,,,"Better World Technology",200360,QC12-KA,"QC - AXIS BANK - 8329",000179627374,03-06-2021,23459,23459,0,INR,APP
,,,"Better World Technology",200360,QC12-KA,"QC - AXIS BANK - 8329",000179627396,03-06-2021,50000,50000,0,INR,APP
,,,"Better World Technology",200360,QC12-KA,"QC - AXIS BANK - 8329",000179627404,03-06-2021,29847,29847,0,INR,APP
,,,"Better World Technology",200360,QC12-KA,"QC - AXIS BANK - 8329",000179627436,03-06-2021,50000,50000,0,INR,APP
,,,"Better World Technology",200360,QC12-KA,"QC - AXIS BANK - 8329",000179627441,03-06-2021,50000,50000,0,INR,APP
,,,"Better World Technology",200360,QC12-KA,"QC - AXIS BANK - 8329",000179627457,03-06-2021,1351,1351,0,INR,APP
,,,"Better World Technology",200360,QC12-KA,"QC - AXIS BANK - 8329",000179627575,03-06-2021,50000,50000,0,INR,APP
,,,"Better World Technology",200360,QC12-KA,"QC - AXIS BANK - 8329",000179627622,03-06-2021,39283,39283,0,INR,APP
,,,"Zagg Network",202799,QC12-KA,"QC - AXIS BANK - 8329",000179641921,03-06-2021,129911,129911,0,INR,APP
,,,"Zagg Network",202799,QC12-KA,"QC - AXIS BANK - 8329",000179660963,03-06-2021,175800,175800,0,INR,APP
,,,"Hindustan Unilever",201156,QC12-KA,"QC - AXIS BANK - 8329",060300073GN00001,03-06-2021,78570,78570,0,INR,APP
,,,"Tech Connect Retail",202494,QC12-KA,"QC - AXIS BANK - 8329",060300236GN00172,03-06-2021,19154449,19154449,0,INR,APP
,,,"Tech Connect Retail",202494,QC12-KA,"QC - AXIS BANK - 8329",060300255GN00026,03-06-2021,2229570,2229570,0,INR,APP
,,,"Amazon Pay (India)",200131,QC12-KA,"QC - AXIS BANK - 8329",060300257GN00042,03-06-2021,283742.42,283742.42,0,INR,APP
,,,"Myntra Designs_1",201711,QC12-KA,"QC - AXIS BANK - 8329",060300259GN00002,03-06-2021,3376050,3376050,0,INR,APP
,,,"Myntra Designs_1",201711,QC12-KA,"QC - AXIS BANK - 8329",060300260GN00002,03-06-2021,2763584,2763584,0,INR,APP
,,,"Gcc Services India",200963,QC12-KA,"QC - AXIS BANK - 8329",060300262GN00001,03-06-2021,45000,,,INR,UNAPP
,,,"Amazon Seller Services",200194,QC12-KA,"QC - AXIS BANK - 8329",060300349GN00149,03-06-2021,21535101.67,21535101.67,0,INR,APP
,,,"Myntra Designs_1",201711,QC12-KA,"QC - AXIS BANK - 8329",060300840GN00001,03-06-2021,1951666,1951666,0,INR,APP
,,,"Uber India Systems",202631,QC12-KA,"QC - AXIS BANK - 8329",060300897GN00004,03-06-2021,638754.29,638754.29,0,INR,APP
,,,Infosys,201270,QC12-KA,"QC - AXIS BANK - 8329",060300934GN00005,03-06-2021,105730,105730,0,INR,APP
,,,"Carl Zeiss India",200483,QC12-KA,"QC - AXIS BANK - 8329",060300980GN00088,03-06-2021,420720,420720,0,INR,APP
,,,Channelplay,200507,QC12-KA,"QC - AXIS BANK - 8329",0811OP1002061093,03-06-2021,3770,3770,0,INR,APP
,,,"Reliance Retail",202120,QC12-KA,"QC - HDFC BANK - 0040",106039931774,03-06-2021,78175.8,78175.8,0,INR,APP
,,,"Accenture Solutions",200049,QC12-KA,"QC - AXIS BANK - 8329",216323111LP12157,03-06-2021,574910,574910,0,INR,APP
,,,"Accenture Solutions",200049,QC12-KA,"QC - AXIS BANK - 8329",216323115BX00496,03-06-2021,1053606,1053606,0,INR,APP
,,,"Finnovation Tech Solutions",200873,QC12-KA,"QC - AXIS BANK - 8329",24275231591DC,03-06-2021,1000000,1000000,0,INR,APP
,,,"Finnovation Tech Solutions",200877,QC12-KA,"QC - AXIS BANK - 8329",24275235261DC,03-06-2021,300000,300000,0,INR,APP
,,,"Countrywide Network",200595,QC12-KA,"QC - AXIS BANK - 8329",24275732631DC,03-06-2021,44668,44668,0,INR,APP
,,,"Sushyn Solutions Private Limited",27024,QC12-KA,"QC - AXIS BANK - 8329",24276037831DC,03-06-2021,5000,5000,0,INR,APP
,,,"Relcube India",202109,QC12-KA,"QC - AXIS BANK - 8329",24277117431DC,03-06-2021,1500000,1500000,0,INR,APP
,,,"Work Advantage",202759,QC12-KA,"QC - AXIS BANK - 8329",24277432231DC,03-06-2021,1920000,1920000,0,INR,APP
,,,"Snapmint Credit Advisory",202347,QC12-KA,"QC - AXIS BANK - 8329",24277499641DC,03-06-2021,500000,500000,0,INR,APP
,,,"Icici Bank",201204,QC12-KA,"QC - AXIS BANK - 8329",24277513821DC,03-06-2021,34705.26,34705.26,0,INR,APP
,,,"Nxtify Technologies",201798,QC12-KA,"QC - AXIS BANK - 8329",24277653841DC,03-06-2021,500000,500000,0,INR,APP
,,,R.J.Enterprises,202062,QC12-KA,"QC - AXIS BANK - 8329",25-1974126334-1,03-06-2021,90000,90000,0,INR,APP
,,,"Breathe India Advisors",200427,QC12-KA,"QC - AXIS BANK - 8329",25-1974155621-1,03-06-2021,100000,100000,0,INR,APP
,,,"Sakshi Electronics",202210,QC12-KA,"QC - AXIS BANK - 8329",25-1974324479-1,03-06-2021,90000,90000,0,INR,APP
,,,"Online Giftkarting",201832,QC12-KA,"QC - AXIS BANK - 8329",25-1974386170-1,03-06-2021,10300,10300,0,INR,APP
,,,"Amazon Seller Services",200191,QC12-KA,"QC - AXIS BANK - 8329",25-1974392716-1,03-06-2021,158530,158530,0,INR,APP
,,,"Foxglove Business Services",200907,QC12-KA,"QC - AXIS BANK - 8329",25-1974443359-1,03-06-2021,364800,364800,0,INR,APP
,,,"Drp Financial Services",200715,QC12-KA,"QC - AXIS BANK - 8329",25-1974485651-1,03-06-2021,20000,20000,0,INR,APP
,,,"Manyaap Vidyut Prakash",201583,QC12-KA,"QC - AXIS BANK - 8329",25-1974501456-1,03-06-2021,19500,19500,0,INR,APP
,,,"Joinmay Mumbai Electronics",201357,QC12-KA,"QC - AXIS BANK - 8329",25-1974558969-1,03-06-2021,1740,1740,0,INR,APP
,,,"Saffroncoin Solutions",202205,QC12-KA,"QC - AXIS BANK - 8329",25-1974612004-1,03-06-2021,15000,15000,0,INR,APP
,,,"Reward Circle",18129,QC12-KA,"QC - AXIS BANK - 8329",25-1974673837-1,03-06-2021,9600,9600,0,INR,APP
,,,"We Adorn",9026,QC12-KA,"QC - AXIS BANK - 8329",25-1974770213-1,03-06-2021,2910,2910,0,INR,APP
,,,"PhonePe Private Limited",4038,QC12-KA,"QC - AXIS BANK - 8329",25-1974820674-1,03-06-2021,8152.54,8152.54,0,INR,APP
,,,"Lancesoft India",201459,QC12-KA,"QC - AXIS BANK - 8329",25-1975/Purchas,03-06-2021,12000,5850,6150,INR,UNAPP
,,,"Nuta E-Commerce Solution",201789,QC12-KA,"QC - AXIS BANK - 8329",25-1975037014-1,03-06-2021,27000,27000,0,INR,APP
,,,Gamingkart,200956,QC12-KA,"QC - AXIS BANK - 8329",25-1975104458-1,03-06-2021,100000,100000,0,INR,APP
,,,"SK Enterprises",18130,QC12-KA,"QC - AXIS BANK - 8329",25-1975203759-1,03-06-2021,100,,,INR,UNAPP
,,,"Blackmelon Advance Technology",200388,QC12-KA,"QC - AXIS BANK - 8329",25-1975207627-1,03-06-2021,100000,100000,0,INR,APP
,,,"Pay Point India Network",201909,QC12-KA,"QC - AXIS BANK - 8329",25-1975342588-1,03-06-2021,200000,200000,0,INR,APP
,,,"Ss Retail",9009,QC12-KA,"QC - AXIS BANK - 8329",25-1975390159-1,03-06-2021,200000,200000,0,INR,APP
,,,"Shilpa Polymers",27025,QC12-KA,"QC - AXIS BANK - 8329",25-1975443653-1,03-06-2021,1000,1000,0,INR,APP
,,,"Drp Financial Services",200715,QC12-KA,"QC - AXIS BANK - 8329",25-1975490537-1,03-06-2021,5000,5000,0,INR,APP
,,,"Touch Mobiles",202582,QC12-KA,"QC - AXIS BANK - 8329",25-1975516178-1,03-06-2021,100000,100000,0,INR,APP
,,,"Airtel Payments Bank",200093,QC12-KA,"QC - AXIS BANK - 8329",A154210009143495,03-06-2021,6971.75,6971.75,0,INR,APP
,,,"Arevuk Advisory Services",200249,QC12-KA,"QC - AXIS BANK - 8329",AXISCN0081002162,03-06-2021,16392.14,16392.14,0,INR,APP
,,,"Curefit Healthcare",200623,QC12-KA,"QC - AXIS BANK - 8329",AXISP00203108454,03-06-2021,7612,7612,0,INR,APP
,,,"Paramount Industries",201889,QC12-KA,"QC - AXIS BANK - 8329",BKIDH21154930811,03-06-2021,2500000,2500000,0,INR,APP
,,,"Paramount Industries",201889,QC12-KA,"QC - AXIS BANK - 8329",BKIDH21154931096,03-06-2021,2500000,2500000,0,INR,APP
,,,"Paramount Industries",201889,QC12-KA,"QC - AXIS BANK - 8329",BKIDH21154931641,03-06-2021,2100000,2100000,0,INR,APP
,,,"Paramount Industries",201889,QC12-KA,"QC - AXIS BANK - 8329",BKIDH21154947058,03-06-2021,300000,300000,0,INR,APP
,,,"Paramount Industries",201889,QC12-KA,"QC - AXIS BANK - 8329",BKIDH21154951155,03-06-2021,860000,860000,0,INR,APP
,,,"Paramount Industries",201889,QC12-KA,"QC - AXIS BANK - 8329",BKIDH21154952412,03-06-2021,500000,500000,0,INR,APP
,,,"Paramount Industries",201889,QC12-KA,"QC - AXIS BANK - 8329",BKIDH21154952524,03-06-2021,500000,500000,0,INR,APP
,,,"Shell India Markets",202294,QC12-KA,"QC - AXIS BANK - 8329",CITIN21182834953,03-06-2021,1338000,1338000,0,INR,APP
,,,"Accentiv India",200047,QC12-KA,"QC - AXIS BANK - 8329",CITIN21182835569,03-06-2021,350291,350291,0,INR,APP
,,,"Accentiv India",200047,QC12-KA,"QC - AXIS BANK - 8329",CITIN21182835571,03-06-2021,91800,91800,0,INR,APP
,,,"One97 Communications Ltd",4037,QC12-KA,"QC - AXIS BANK - 8329",CITIN21182995649,03-06-2021,3814979.86,3814979.86,0,INR,APP
,,,"Accentiv India",200046,QC12-KA,"QC - AXIS BANK - 8329",CITIN21183251025,03-06-2021,973081.25,973081.25,0,INR,APP
,,,"Accentiv India",200046,QC12-KA,"QC - AXIS BANK - 8329",CITIN21183251028,03-06-2021,1500000,1500000,0,INR,APP
,,,"Accentiv India",200046,QC12-KA,"QC - AXIS BANK - 8329",CITIN21183251175,03-06-2021,1500000,1500000,0,INR,APP
,,,"Accentiv India",200046,QC12-KA,"QC - AXIS BANK - 8329",CITIN21183251177,03-06-2021,1417500,1417500,0,INR,APP
,,,"Accentiv India",200046,QC12-KA,"QC - AXIS BANK - 8329",CITIN21183251180,03-06-2021,1500000,1500000,0,INR,APP
,,,"Accentiv India",200046,QC12-KA,"QC - AXIS BANK - 8329",CITIN21183251181,03-06-2021,1500000,1500000,0,INR,APP
,,,"Accentiv India",200046,QC12-KA,"QC - AXIS BANK - 8329",CITIN21183251364,03-06-2021,1500000,1500000,0,INR,APP
,,,"Accentiv India",200046,QC12-KA,"QC - AXIS BANK - 8329",CITIN21183251365,03-06-2021,1500000,1500000,0,INR,APP
,,,"Accentiv India",200046,QC12-KA,"QC - AXIS BANK - 8329",CITIN21183251573,03-06-2021,1500000,1500000,0,INR,APP
,,,"Accentiv India",200046,QC12-KA,"QC - AXIS BANK - 8329",CITIN21183251577,03-06-2021,1500000,1500000,0,INR,APP
,,,Snapdeal,202346,QC12-KA,"QC - AXIS BANK - 8329",CITIN21183279101,03-06-2021,14334.51,14334.51,0,INR,APP
,,,"Icici Securities",201211,QC12-KA,"QC - AXIS BANK - 8329",CMS1964647948,03-06-2021,95305,95305,0,INR,APP
,,,"Tvs Credit Services",202621,QC12-KA,"QC - AXIS BANK - 8329",CMS1965399762,03-06-2021,3629,3629,0,INR,APP
,,,"Manak Waste Management",201570,QC12-KA,"QC - AXIS BANK - 8329",CMS1965577957,03-06-2021,5000000,5000000,0,INR,APP
,,,"Eih Limited",200769,QC12-KA,"QC - AXIS BANK - 9303",CMS1965658837,03-06-2021,50000,50000,0,INR,APP
,,,"Integrated Decisions And Systems",201297,QC12-KA,"QC - AXIS BANK - 8329",CMS1965730123,03-06-2021,115000,115000,0,INR,APP
,,,"Cashfree Payments India",200489,QC12-KA,"QC - AXIS BANK - 8329",CMS1965748409,03-06-2021,3000000,3000000,0,INR,APP
,,,"Vouchagram India",202720,QC12-KA,"QC - AXIS BANK - 8329",HDFCR52021060395356720,03-06-2021,954700,954700,0,INR,APP
,,,"Vouchagram India",202720,QC12-KA,"QC - AXIS BANK - 8329",HDFCR52021060395362922,03-06-2021,19094000,19094000,0,INR,APP
,,,"Nreach Online Services",201779,QC12-KA,"QC - AXIS BANK - 8329",HDFCR52021060395395636,03-06-2021,1000000,1000000,0,INR,APP
,,,"Consortium Gifts",200581,QC12-KA,"QC - AXIS BANK - 8329",HDFCR52021060395436230,03-06-2021,200065,199955,110,INR,UNAPP
,,,"Payu Payments",4040,QC12-KA,"QC - AXIS BANK - 8329",HDFCR52021060395466831,03-06-2021,1269447.91,1269447.91,0,INR,APP
,,,"Credence Rewards",200615,QC12-KA,"QC - AXIS BANK - 8329",HDFCR52021060395475795,03-06-2021,417551,417551,0,INR,APP
,,,"Credence Rewards",200615,QC12-KA,"QC - AXIS BANK - 8329",HDFCR52021060395525889,03-06-2021,257760,257760,0,INR,APP
,,,"Credence Rewards",200615,QC12-KA,"QC - AXIS BANK - 8329",HDFCR52021060395526393,03-06-2021,1036800,1036800,0,INR,APP
,,,"Amazon Seller Services Private Limited",33005,QC12-KA,"QC - AXIS BANK - 8329",HSBCN21154007552,03-06-2021,14550,14550,0,INR,APP
,,,"Amazon Seller Services",200194,QC12-KA,"QC - AXIS BANK - 8329",HSBCN21154024077,03-06-2021,15052235.11,15052235.11,0,INR,APP
,,,"Tech Connect Retail",202493,QC12-KA,"QC - AXIS BANK - 8329",HSBCN21154046583,03-06-2021,33568141,33568141,0,INR,APP
,,,"Tech Connect Retail",202496,QC12-KA,"QC - AXIS BANK - 8329",HSBCN21154046584,03-06-2021,4600000,4600000,0,INR,APP
,,,"Lakme Lever",201457,QC12-KA,"QC - AXIS BANK - 8329",HSBCN21154053334,03-06-2021,300000,300000,0,INR,APP
,,,"Flipkart Internet",200888,QC12-KA,"QC - AXIS BANK - 8329",HSBCN21154056410,03-06-2021,64000,64000,0,INR,APP
,,,"George Clinical India",200986,QC12-KA,"QC - AXIS BANK - 8329",HSBCN21154056677,03-06-2021,1000,1000,0,INR,APP
,,,"Pay Point India Network",201909,QC12-KA,"QC - AXIS BANK - 8329",ICICQ21154012751,03-06-2021,300000,300000,0,INR,APP
,,,"Kfam Services",201400,QC12-KA,"QC - AXIS BANK - 8329",ICICQ21154022395,03-06-2021,2045840,2045840,0,INR,APP
,,,"Lifafa Tech Services",201482,QC12-KA,"QC - AXIS BANK - 8329",ICICQ21154039362,03-06-2021,433125,433125,0,INR,APP
,,,"Nivid Rewards",201766,QC12-KA,"QC - AXIS BANK - 8329",ICICQ21154041657,03-06-2021,350000,350000,0,INR,APP
,,,"Tramo Technolab",202588,QC12-KA,"QC - AXIS BANK - 8329",ICICQ21154050017,03-06-2021,500000,500000,0,INR,APP
,,,"Kishan Lal Pawan Kumar Jain",201411,QC12-KA,"QC - AXIS BANK - 8329",ICICQ21154083090,03-06-2021,2133558,2133558,0,INR,APP
,,,"Better World Technology",200360,QC12-KA,"QC - AXIS BANK - 8329",IDFBH21154102491,03-06-2021,32792,32792,0,INR,APP
,,,"Prajna Insuretech",15001,QC12-KA,"QC - AXIS BANK - 8329",IDFBR52021060300303634,03-06-2021,300000,300000,0,INR,APP
,,,"A S T Mobiles",200020,QC12-KA,"QC - AXIS BANK - 8329",IDIBR52021060323657463,03-06-2021,200000,200000,0,INR,APP
,,,"Upgrad Education",202648,QC12-KA,"QC - AXIS BANK - 8329",KKBK211548753197,03-06-2021,487861,487861,0,INR,APP
,,,"S C Global Business Services",202401,QC12-KA,"QC - AXIS BANK - 8329",KKBK211548768917,03-06-2021,11520,11520,0,INR,APP
,,,"Garagepreneurs Internet",200957,QC12-KA,"QC - AXIS BANK - 8329",KKBK211548776465,03-06-2021,5000000,5000000,0,INR,APP
,,,"O C Tanner India",201803,QC12-KA,"QC - AXIS BANK - 8329",KKBK211548810808,03-06-2021,1262665.11,1262665.11,0,INR,APP
,,,"Kotak Mahindra Bank",201424,QC12-KA,"QC - AXIS BANK - 8329",KKBK211548832959,03-06-2021,181770,181770,0,INR,APP
,,,"Capital Foods",200470,QC12-KA,"QC - AXIS BANK - 8329",KKBK211548870120,03-06-2021,10643,10643,0,INR,APP
,,,"Curefit Healthcare",200623,QC12-KA,"QC - AXIS BANK - 8329",KKBK211548872138,03-06-2021,1427.25,1427.25,0,INR,APP
,,,"Online Giftkarting",201832,QC12-KA,"QC - AXIS BANK - 8329",KKBK211548872799,03-06-2021,1000,1000,0,INR,APP
,,,"Coupondunia Media",200596,QC12-KA,"QC - AXIS BANK - 8329",KKBK211548877192,03-06-2021,100000,100000,0,INR,APP
,,,"Bennett Coleman & Co. Ltd",10003,QC12-KA,"QC - AXIS BANK - 8329",KKBK211548879307,03-06-2021,100,100,0,INR,APP
,,,"Goniteo Enterprise",201048,QC12-KA,"QC - AXIS BANK - 8329",KKBKR12021060300897764,03-06-2021,1000000,1000000,0,INR,APP
,,,"Goniteo Enterprise",201048,QC12-KA,"QC - AXIS BANK - 8329",KKBKR12021060300897892,03-06-2021,1000000,1000000,0,INR,APP
,,,"Yes Securities",202782,QC12-KA,"QC - AXIS BANK - 8329",N154210614389755,03-06-2021,28025,28025,0,INR,APP
,,,Phonepe,201954,QC12-KA,"QC - AXIS BANK - 8329",N154210614697795,03-06-2021,1141249.37,1141249.37,0,INR,APP
,,,"Pgenie India",201944,QC12-KA,"QC - AXIS BANK - 8329",N154210614851289,03-06-2021,95600,95600,0,INR,APP
,,,"Bargain Technologies",200328,QC12-KA,"QC - AXIS BANK - 8329",N154211521094901,03-06-2021,1920000,1920000,0,INR,APP
,,,"Msr Trading Company",201700,QC12-KA,"QC - AXIS BANK - 8329",N154211521381756,03-06-2021,300000,300000,0,INR,APP
,,,"Credence Rewards",200615,QC12-KA,"QC - AXIS BANK - 8329",N154211521384997,03-06-2021,96000,96000,0,INR,APP
,,,"Credence Rewards",200615,QC12-KA,"QC - AXIS BANK - 8329",N154211521385262,03-06-2021,86400,86400,0,INR,APP
,,,"Nreach Online Services",201779,QC12-KA,"QC - AXIS BANK - 8329",N154211521464254,03-06-2021,2500000,2500000,0,INR,APP
,,,"Nreach Online Services",201781,QC12-KA,"QC - AXIS BANK - 8329",N154211521474820,03-06-2021,800000,800000,0,INR,APP
,,,"Zingoy Rewards",202819,QC12-KA,"QC - AXIS BANK - 8329",N154211521476794,03-06-2021,1000000,1000000,0,INR,APP
,,,"Total Training Innovations",202581,QC12-KA,"QC - AXIS BANK - 8329",N154211521496928,03-06-2021,20000,20000,0,INR,APP
,,,"Credence Rewards",200615,QC12-KA,"QC - AXIS BANK - 8329",N154211521521869,03-06-2021,2400,2400,0,INR,APP
,,,"Kizo Tech",201412,QC12-KA,"QC - AXIS BANK - 8329",N154211521542049,03-06-2021,20000,20000,0,INR,APP
,,,"Cpas Technologies",200610,QC12-KA,"QC - AXIS BANK - 8329",N154211521553965,03-06-2021,1500000,1500000,0,INR,APP
,,,"Youfirst Ventures",202789,QC12-KA,"QC - AXIS BANK - 8329",N154211521568665,03-06-2021,375375,375375,0,INR,APP
,,,"Youfirst Ventures",202789,QC12-KA,"QC - AXIS BANK - 8329",N154211521568670,03-06-2021,2984,2984,0,INR,APP
,,,"Youfirst Ventures",202789,QC12-KA,"QC - AXIS BANK - 8329",N154211521573558,03-06-2021,15400,15400,0,INR,APP
,,,"Brandmovers Interactive India",200418,QC12-KA,"QC - AXIS BANK - 8329",N154211521602973,03-06-2021,500000,500000,0,INR,APP
,,,"Payu Payments",4040,QC12-KA,"QC - AXIS BANK - 8329",N154211521632154,03-06-2021,294.78,294.78,0,INR,APP
,,,"Payu Payments",4040,QC12-KA,"QC - AXIS BANK - 8329",N154211521632616,03-06-2021,53615.85,53615.85,0,INR,APP
,,,"Payu Payments",4040,QC12-KA,"QC - AXIS BANK - 8329",N154211521633001,03-06-2021,71530,71530,0,INR,APP
,,,"Payu Payments",4040,QC12-KA,"QC - AXIS BANK - 8329",N154211521633036,03-06-2021,20485.63,20485.63,0,INR,APP
,,,"Payu Payments",4040,QC12-KA,"QC - AXIS BANK - 8329",N154211521637056,03-06-2021,7754.56,7754.56,0,INR,APP
,,,"Payu Payments",4040,QC12-KA,"QC - AXIS BANK - 8329",N154211521640950,03-06-2021,2664.98,2664.98,0,INR,APP
,,,"Payu Payments",4040,QC12-KA,"QC - AXIS BANK - 8329",N154211521641359,03-06-2021,2746.76,2746.76,0,INR,APP
,,,"Evolve Brands",200829,QC12-KA,"QC - AXIS BANK - 8329",N154211521664778,03-06-2021,36235,36235,0,INR,APP
,,,"Evolve Brands",200829,QC12-KA,"QC - AXIS BANK - 8329",N154211521664779,03-06-2021,78920,78920,0,INR,APP
,,,"Evolve Brands",200829,QC12-KA,"QC - AXIS BANK - 8329",N154211521673207,03-06-2021,183020,183020,0,INR,APP
,,,"Join Commerce",201356,QC12-KA,"QC - AXIS BANK - 8329",N154211521708034,03-06-2021,300000,300000,0,INR,APP
,,,"Benepik Technology",200353,QC12-KA,"QC - AXIS BANK - 8329",N154211521728472,03-06-2021,100000,100000,0,INR,APP
,,,"Join Commerce",201354,QC12-KA,"QC - AXIS BANK - 8329",N154211521768645,03-06-2021,400000,400000,0,INR,APP
,,,"Join Commerce",201354,QC12-KA,"QC - AXIS BANK - 8329",N154211521773638,03-06-2021,400000,400000,0,INR,APP
,,,"Pine Labs Noida",201963,QC12-KA,"QC - AXIS BANK - 8329",N154211521844805,03-06-2021,87360,87360,0,INR,APP
,,,"Techbins Solutions",202501,QC12-KA,"QC - AXIS BANK - 8329",N154211521887905,03-06-2021,3680,3680,0,INR,APP
,,,"Reward360 Global Services",202141,QC12-KA,"QC - AXIS BANK - 8329",N154211521889374,03-06-2021,204334,204334,0,INR,APP
,,,"Redgirraffe Ecommerce India",202102,QC12-KA,"QC - AXIS BANK - 8329",N154211521891010,03-06-2021,24033.2,24033.2,0,INR,APP
,,,"Nexus Innovative Solutions",201759,QC12-KA,"QC - AXIS BANK - 8329",N154211521897242,03-06-2021,1159550,1159550,0,INR,APP
,,,"Innotarget Fashalot Retail",201278,QC12-KA,"QC - AXIS BANK - 8329",N154211521920325,03-06-2021,444.55,444.55,0,INR,APP
,,,"Vouchagram India",202720,QC12-KA,"QC - AXIS BANK - 8329",N154211522001921,03-06-2021,21958100,21958100,0,INR,APP
,,,"Motilal Oswalfinancial Services",201687,QC12-KA,"QC - AXIS BANK - 8329",N154211522009047,03-06-2021,96500,96500,0,INR,APP
,,,"Credence Rewards",200615,QC12-KA,"QC - AXIS BANK - 8329",N154211522015846,03-06-2021,80640,80640,0,INR,APP
,,,"Ultratech Cement",202634,QC12-KA,"QC - AXIS BANK - 8329",N154211522109368,03-06-2021,22303,22303,0,INR,APP
,,,"Winds E World",202750,QC12-KA,"QC - AXIS BANK - 8329",PUNBH21154540122,03-06-2021,50000,50000,0,INR,APP
,,,"One97 Communications Ltd",4037,QC12-KA,"QC - AXIS BANK - 8329",PYTM211543515655,03-06-2021,98.23,98.23,0,INR,APP
,,,"One97 Communications Ltd",4037,QC12-KA,"QC - AXIS BANK - 8329",PYTM211543526663,03-06-2021,121589.36,121589.36,0,INR,APP
,,,"Gift Links India",200993,QC12-KA,"QC - AXIS BANK - 8329",SBIN321154787571,03-06-2021,9600,9600,0,INR,APP
,,,"Gift Links India",200993,QC12-KA,"QC - AXIS BANK - 8329",SBIN321154787638,03-06-2021,5760,5760,0,INR,APP
,,,"Indian Oil Corporation",201243,QC12-KA,"QC - AXIS BANK - 8329",SBIN321154950194,03-06-2021,1359733.64,1359733.64,0,INR,APP
,,,"Arokia It",200251,QC12-KA,"QC - AXIS BANK - 8329",SBIN421154265888,03-06-2021,100000,100000,0,INR,APP
,,,"Tictok Skill Games",202544,QC12-KA,"QC - AXIS BANK - 8329",SCBLH21154000032,03-06-2021,5000000,5000000,0,INR,APP
,,,"Netcarrots. Com",201750,QC12-KA,"QC - AXIS BANK - 8329",SIN02230Q0046651,03-06-2021,49625,49625,0,INR,APP
,,,"Dreamplug Technologies New",200710,QC12-KA,"QC - AXIS BANK - 8329",SIN31436Q0014534,03-06-2021,128250,128250,0,INR,APP
,,,"Dreamplug Technologies New",200710,QC12-KA,"QC - AXIS BANK - 8329",SIN31436Q0014538,03-06-2021,570,570,0,INR,APP
,,,"Manak Waste Management",201572,QC12-KA,"QC - AXIS BANK - 8329",YESBR52021060381210579,03-06-2021,600000,600000,0,INR,APP
,,,"Zagg Network",202799,QC12-KA,"QC - AXIS BANK - 8329",000179831223,04-06-2021,197000,197000,0,INR,APP
,,,"Zagg Network",202799,QC12-KA,"QC - AXIS BANK - 8329",000179850844,04-06-2021,72000,72000,0,INR,APP
,,,"Zagg Network",202799,QC12-KA,"QC - AXIS BANK - 8329",000179891417,04-06-2021,139037,139037,0,INR,APP
,,,"Zagg Network",202799,QC12-KA,"QC - AXIS BANK - 8329",000179916088,04-06-2021,50000,50000,0,INR,APP
,,,"The Ratnakar Bank Ltd",9011,QC12-KA,"QC - AXIS BANK - 8329",000179943696,04-06-2021,15000,15000,0,INR,APP
,,,"Bayer Zydus",200339,QC12-KA,"QC - AXIS BANK - 8329",060201486GN00001,04-06-2021,870,870,0,INR,APP
,,,"Amazon Seller Services",200192,QC12-KA,"QC - AXIS BANK - 8329",060400043GN00092,04-06-2021,46580.59,46580.59,0,INR,APP
,,,"Amazon Pay (India)",200130,QC12-KA,"QC - AXIS BANK - 8329",060400059GN00239,04-06-2021,2738665.98,2738665.98,0,INR,APP
,,,"Amazon Pay (India)",200131,QC12-KA,"QC - AXIS BANK - 8329",060400070GN00115,04-06-2021,202110.55,202110.55,0,INR,APP
,,,"Myntra Designs_1",201711,QC12-KA,"QC - AXIS BANK - 8329",060400107GN00046,04-06-2021,2277797,2277797,0,INR,APP
,,,"Myntra Designs_1",201711,QC12-KA,"QC - AXIS BANK - 8329",060400108GN00001,04-06-2021,343318,343318,0,INR,APP
,,,"Flipkart Internet",200889,QC12-KA,"QC - AXIS BANK - 8329",060400143GN00105,04-06-2021,3767880.27,3767880.27,0,INR,APP
,,,"Flipkart Internet",200890,QC12-KA,"QC - AXIS BANK - 8329",060400194GN00170,04-06-2021,28924.4,28924.4,0,INR,APP
,,,"Tech Connect Retail",202494,QC12-KA,"QC - AXIS BANK - 8329",060400198GN00269,04-06-2021,1202799,1202799,0,INR,APP
,,,"Tech Connect Retail",202494,QC12-KA,"QC - AXIS BANK - 8329",060400230GN00098,04-06-2021,9595123,9595123,0,INR,APP
